DATETIME,CF,Time,Year,Month,Day,low_corr_PCA_1,low_corr_PCA_2,low_corr_PCA_3,high_corr_cluster1_PCA_1,high_corr_cluster1_PCA_2,high_corr_cluster1_PCA_3,high_corr_cluster1_PCA_4,high_corr_cluster1_PCA_5,high_corr_cluster1_PCA_6,high_corr_cluster1_PCA_7,high_corr_cluster2_PCA_1,high_corr_cluster2_PCA_2,high_corr_cluster2_PCA_3,high_corr_cluster2_PCA_4,high_corr_cluster2_PCA_5,high_corr_cluster2_PCA_6,high_corr_cluster2_PCA_7,high_corr_cluster3_PCA_1,high_corr_cluster3_PCA_2,high_corr_cluster3_PCA_3,high_corr_cluster3_PCA_4,high_corr_cluster3_PCA_5,high_corr_cluster3_PCA_6,high_corr_cluster3_PCA_7
2019-08-07 10:00:00,0.1121959864940673,10,2019,8,7,-0.1598580981617264,-0.12803780484065794,0.0354333118721539,0.02457444115895172,-0.01812438846455568,0.029191660475068378,0.00258630489061417,-0.006919551682272512,0.0033505710788638344,-0.050603216456935614,0.02457444115895146,-0.018124388464549793,0.02919166047514001,0.0025863048903408967,-0.006919551690009112,0.0033505711169443254,-0.05060321649370836,0.024574441158951438,-0.01812438846454182,0.029191660475084272,0.002586304890688964,-0.006919551690287441,0.003350571113338215,-0.050603216490522886
2019-08-07 11:00:00,0.0668867162207355,11,2019,8,7,-0.20533307445768098,-0.18273109517015945,0.060869886928638345,0.10407323897800544,-0.06318068185372694,0.015859168737850607,0.006067525147135567,0.006992084669492259,0.0019960011997142897,-0.04575564510837648,0.10407323897800518,-0.06318068185372679,0.015859168737883948,0.0060675251472458,0.006992084668261621,0.00199600129345369,-0.04575564523693608,0.10407323897800513,-0.06318068185371972,0.01585916873785484,0.006067525148154963,0.006992084660070648,0.0019960012663807988,-0.04575564515322679
2019-08-07 12:00:00,0.0567375743281579,12,2019,8,7,-0.23783845412226376,-0.20361791287364928,0.10478431298822787,0.1320343209076117,-0.12300749570087358,-0.012958679057415035,-0.016320394496604815,0.02248499315789017,-0.011912959921511467,-0.04170983509192625,0.13203432090761189,-0.1230074957008771,-0.012958679057459573,-0.016320394496374083,0.02248499316236678,-0.011912959941899236,-0.041709835070318266,0.13203432090761177,-0.12300749570088278,-0.012958679057424129,-0.016320394496582034,0.02248499316277936,-0.011912959938948166,-0.041709835066634705
2019-08-07 13:00:00,0.0574108175714466,13,2019,8,7,-0.2216179405799217,-0.19661942305155383,0.11898916725419305,0.11140991789985254,-0.14381959157291957,-0.041677936994877735,-0.03851806782503506,0.03959276460618935,-0.032481652466537766,-0.028257806901915337,0.11140991789985241,-0.14381959157292154,-0.0416779369948688,-0.038518067824931744,0.039592764607675544,-0.03248165240101489,-0.0282578069957821,0.11140991789985231,-0.1438195915729173,-0.041677936994879476,-0.03851806782425708,0.03959276460070186,-0.03248165242338715,-0.028257806929845634
2019-08-07 14:00:00,0.0667857297342422,14,2019,8,7,-0.20181994834402608,-0.20731822145250187,0.11910517717947809,0.08469853935103377,-0.18104011295844732,-0.05024744731577522,-0.05732201391720002,0.050289791092159995,-0.038624818175537735,-0.00588640401308264,0.08469853935103346,-0.1810401129584473,-0.050247447315740996,-0.057322013917103905,0.05028979109115396,-0.03862481807820864,-0.005886404152573256,0.08469853935103341,-0.18104011295843947,-0.05024744731577263,-0.057322013916146435,0.0502897910821426,-0.03862481810785818,-0.005886404067003892
2019-08-07 15:00:00,0.0902314256817723,15,2019,8,7,-0.13692730128440336,-0.20969300154182777,0.11226101956515668,0.06955625955365585,-0.2108385443612659,-0.05326491052866108,-0.058193578354737825,0.06169615055488249,-0.030380237843834174,0.0037337408395890204,0.06955625955365526,-0.2108385443612615,-0.05326491052857804,-0.058193578354483286,0.061696150549133945,-0.030380237658162283,0.0037337405666028685,0.06955625955365521,-0.21083854436124666,-0.05326491052865147,-0.058193578352763835,0.06169615053378451,-0.030380237709260082,0.0037337407207331335
2019-08-07 16:00:00,0.1483659797397544,16,2019,8,7,-0.07570169264779086,-0.19456666064706435,0.08979646816012492,0.028335218281756915,-0.1878378310541945,-0.040074763634493096,-0.04434522308905875,0.0539865457215578,-0.024115146496819527,0.006421014996718297,0.02833521828175647,-0.18783783105418927,-0.04007476363442162,-0.044345223088981464,0.05398654571495673,-0.0241151463832582,0.006421014832581968,0.028335218281756426,-0.18783783105417867,-0.040074763634481265,-0.04434522308795288,0.0539865457068922,-0.024115146411155548,0.006421014911698499
2019-08-07 17:00:00,0.2133507837981993,17,2019,8,7,-0.03463323695003329,-0.19265787654078717,0.06843067464990535,0.018035131330077524,-0.16306958736970573,-0.014510820440335068,-0.05473723376353409,0.0356639554149922,-0.054043610374721295,0.006460641754538295,0.018035131330077038,-0.16306958736970056,-0.014510820440254743,-0.054737233763515955,0.03566395540815557,-0.054043610246081196,0.0064606415720548,0.018035131330076996,-0.1630695873696879,-0.014510820440321759,-0.05473723376230929,0.035663955398610156,-0.05404361027905795,0.006460641660520277
2019-08-07 18:00:00,0.2706690304236938,18,2019,8,7,-0.023031852937848346,-0.1950258781156532,0.045885662862915094,0.0019657240316844835,-0.1370037286330178,0.005374660641654236,-0.057309435420967225,0.0320753226496063,-0.03474989583971739,0.011530303762428595,0.001965724031684228,-0.1370037286330153,0.005374660641699627,-0.05730943542101923,0.03207532264605371,-0.034749895769698315,0.011530303665036785,0.0019657240316841816,-0.1370037286330078,0.00537466064166158,-0.05730943542033246,0.032075322640641724,-0.03474989578846106,0.011530303710859034
2019-08-07 19:00:00,0.3279872770491883,19,2019,8,7,-0.012494725785195298,-0.19550753875872426,0.024434667582057878,-0.012427630812844417,-0.11367122944994912,0.024600532425340656,-0.05990411256995893,0.028776278659678477,-0.016347578772676636,0.016529090230951345,-0.012427630812844466,-0.11367122944994927,0.024600532425353067,-0.059904112570077404,0.028776278659223706,-0.01634757875793687,0.016529090213789687,-0.012427630812844506,-0.11367122944994648,0.02460053242534237,-0.059904112569880735,0.028776278657707766,-0.016347578763301347,0.01652909021939948
2019-08-07 20:00:00,0.3920632027291935,20,2019,8,7,-0.010786200920514522,-0.1876921362898724,0.0059316184363089955,-0.04330508153468581,-0.10816333255322198,0.0392817826523603,-0.04517521040659983,0.010160416924558399,0.01649289380348818,0.02503132738666892,-0.04330508153468594,-0.10816333255322133,0.039281782652384765,-0.04517521040680989,0.010160416923187063,0.01649289382684613,0.025031327357897995,-0.04330508153468597,-0.10816333255321678,0.03928178265236325,-0.04517521040650253,0.010160416920977503,0.01649289381886616,0.02503132736545875
2019-08-07 21:00:00,0.4072111757031899,21,2019,8,7,-0.0010028141858573726,-0.17983849314088649,-0.01968387379089788,-0.06867432765245025,-0.09969220664779115,0.04574311831407272,-0.052099720239554274,-0.01741547432227552,0.00490097456420242,0.021551266351205123,-0.06867432765245031,-0.09969220664779255,0.045743118314079796,-0.05209972023969691,-0.017415474321164644,0.004900974588166612,0.021551266317824266,-0.06867432765245035,-0.09969220664778936,0.045743118314070574,-0.05209972023936161,-0.01741547432453588,0.004900974577202458,0.021551266337230663
2019-08-07 22:00:00,0.4215175946230755,22,2019,8,7,0.008442118949944117,-0.17915551640553723,-0.033626759564400706,-0.07485307976459554,-0.09037914662791051,0.044546377603399134,-0.07398766701092317,-0.019597504328687378,0.012459135480524512,0.01707781575962802,-0.07485307976459527,-0.0903791466279158,0.044546377603356446,-0.07398766701109889,-0.01959750432356645,0.012459135412806036,0.017077815868141322,-0.07485307976459528,-0.09037914662792056,0.04454637760339284,-0.07398766701163964,-0.019597504319356814,0.012459135427254618,0.017077815818891534
2019-08-07 23:00:00,0.3964392838105702,23,2019,8,7,0.01859945104703787,-0.19631802355645464,-0.044608233360963694,-0.06572002737081824,-0.08579108254198624,0.04917612690614188,-0.09626739382788493,-0.02351039558907996,0.006606387075139218,0.015224617599418623,-0.06572002737081854,-0.08579108254198718,0.04917612690617354,-0.09626739382789083,-0.02351039558898008,0.006606387173475147,0.015224617459234015,-0.06572002737081846,-0.08579108254197876,0.04917612690614234,-0.09626739382685777,-0.023510395598897248,0.006606387141045697,0.015224617546294028
2019-08-08 00:00:00,0.3880574054316255,0,2019,8,8,0.005254581900591153,-0.222471909346105,-0.051295728311425454,-0.04158581274509054,-0.08992412944750962,0.052175243314741986,-0.12081680245794624,-0.029498123575331076,-0.01034073652977783,0.012363928644173508,-0.04158581274509047,-0.0899241294475128,0.05217524331473619,-0.12081680245810612,-0.02949812357332171,-0.010340736540080614,0.012363928676435454,-0.04158581274509049,-0.08992412944751192,0.05217524331474288,-0.12081680245811822,-0.02949812357309681,-0.010340736539572874,0.012363928668776641
2019-08-08 01:00:00,0.3560615202943284,1,2019,8,8,0.00930291395043647,-0.23767379682532852,-0.05335697275571069,-0.020361192696277085,-0.0951565046998269,0.05460363035121915,-0.1285701464454676,-0.03226431511977381,-0.003359568971789524,0.011640875187792214,-0.02036119269627694,-0.09515650469982832,0.05460363035121743,-0.1285701464457824,-0.032264315119275314,-0.0033595690155936962,0.011640875267425025,-0.02036119269627701,-0.09515650469982855,0.05460363035122125,-0.1285701464461063,-0.032264315115491944,-0.0033595690039978287,0.011640875220192078
2019-08-08 02:00:00,0.3257824054274177,2,2019,8,8,-0.008662831200852698,-0.2596960281924892,-0.054925353482283897,0.0005244890059570152,-0.10450087492895184,0.057204607847974355,-0.1292118270656092,-0.0424335418658472,-0.0009620956184827126,0.009862099286574597,0.000524489005957265,-0.10450087492895374,0.05720460784795742,-0.129211827065937,-0.04243354186444832,-0.0009620956938876516,0.009862099407941442,0.0005244890059571718,-0.10450087492895684,0.057204607847973175,-0.12921182706656908,-0.04243354185808561,-0.0009620956735224467,0.009862099337155416
2019-08-08 03:00:00,0.3275496689410506,3,2019,8,8,-0.02186972530760346,-0.27380108741850145,-0.06601601005020544,0.027342259053641696,-0.10339566669941314,0.06565674637675561,-0.12673483489346998,-0.04923291540512782,0.005918494120669419,0.006263985776286217,0.027342259053641602,-0.10339566669941233,0.06565674637677103,-0.12673483489357099,-0.04923291540593611,0.005918494142926526,0.006263985739196612,0.027342259053641557,-0.10339566669940954,0.06565674637675452,-0.12673483489330736,-0.049232915408305974,0.005918494135014327,0.006263985754240119
2019-08-08 04:00:00,0.3026228378582853,4,2019,8,8,-0.03831607137921537,-0.26167406069856075,-0.09222366968386128,0.022158760988023402,-0.08594081591788406,0.06761396484012448,-0.1246818263281815,-0.05971598848832099,0.010660641048730515,0.005298403903483798,0.02215876098802327,-0.08594081591788098,0.06761396484015587,-0.1246818263282856,-0.059715988491557036,0.010660641075791342,0.005298403861117155,0.022158760988023215,-0.08594081591787728,0.06761396484012812,-0.1246818263280177,-0.05971598849319973,0.010660641069601089,0.005298403871759001
2019-08-08 05:00:00,0.2542166486658254,5,2019,8,8,-0.03337678122764009,-0.26320759140774064,-0.10840998593387981,0.0458738326079911,-0.0751039668428798,0.07867684819978342,-0.12512775197420492,-0.06359912465425478,0.0018405300848631028,0.0003062919760398789,0.045873832607991244,-0.07510396684287728,0.07867684819979219,-0.12512775197447173,-0.06359912465711287,0.0018405300233041895,0.0003062920729801164,0.045873832607991154,-0.07510396684287929,0.07867684819978878,-0.12512775197506099,-0.06359912465008762,0.0018405300449825888,0.00030629200098296816
2019-08-08 06:00:00,0.2164645337984097,6,2019,8,8,-0.01869229204046813,-0.26006267729211524,-0.09020302528401195,0.05486219882004359,-0.07911938838362981,0.08426545921926278,-0.11588365976506587,-0.05981840549331179,0.0018136735696100957,-0.002437888067755219,0.05486219882004348,-0.07911938838362488,0.08426545921930542,-0.11588365976521076,-0.05981840549857311,0.0018136735887068955,-0.002437888096620301,0.05486219882004342,-0.07911938838362101,0.0842654592192701,-0.11588365976505002,-0.05981840549849593,0.0018136735875390066,-0.0024378881007398245
2019-08-08 07:00:00,0.209008364878987,7,2019,8,8,-0.025947582516248298,-0.24650188296268885,-0.09502443661159643,0.040423630385426866,-0.06846012530540924,0.08014934168416088,-0.10324908493095147,-0.06476629692035593,0.0065379244280858026,-0.0037593410459242434,0.04042363038542673,-0.06846012530540353,0.08014934168420935,-0.10324908493119743,-0.06476629692656993,0.0065379244348019155,-0.0037593410540823283,0.04042363038542667,-0.06846012530539948,0.0801493416841702,-0.10324908493114117,-0.06476629692500883,0.0065379244380374775,-0.003759341076158305
2019-08-08 08:00:00,0.1513114189291426,8,2019,8,8,-0.0439149306844565,-0.3051379786138314,-0.09606264032633331,0.11072319519733162,-0.07818312253965377,0.10153636751789946,-0.11173753713323366,-0.062482503099450616,0.004547836206242949,0.0028332468434089752,0.11072319519733193,-0.07818312253965234,0.10153636751789531,-0.11173753713368897,-0.062482503101252154,0.004547836096022313,0.00283324701663657,0.1107231951973318,-0.07818312253965677,0.1015363675179034,-0.11173753713469126,-0.06248250309019836,0.004547836130723547,0.0028332469002884633
2019-08-08 09:00:00,0.1282528378465035,9,2019,8,8,0.004038426903573552,-0.3452141007296926,-0.09453328420064976,0.19284133603958478,-0.11255548898351166,0.10588021397607983,-0.11036193416348142,-0.04727967880560568,0.0015445646869469496,0.02129079548093183,0.19284133603958453,-0.11255548898351084,0.10588021397611169,-0.1103619341631825,-0.04727967880757976,0.001544564779642402,0.021290795354536575,0.19284133603958448,-0.11255548898350538,0.10588021397608702,-0.11036193416238821,-0.04727967881474206,0.0015445647558917407,0.021290795441503155
2019-08-08 10:00:00,0.098916263520197,10,2019,8,8,0.009047266373041376,-0.2991843100248657,-0.08101147546938824,0.17053221450708375,-0.08179394344569765,0.052493788225699736,-0.07667214531283963,-0.02197389224594538,-0.010465204363730612,0.011266499066647229,0.1705322145070842,-0.0817939434457184,0.052493788225521455,-0.0766721453120637,-0.02197389222183282,-0.010465204379233999,0.01126649905884726,0.17053221450708428,-0.08179394344573371,0.0524937882256524,-0.07667214531208641,-0.021973892230391284,-0.010465204399370126,0.011266499160287933
2019-08-08 11:00:00,0.0798634797351259,11,2019,8,8,0.020839799849085672,-0.24280468121015805,-0.037729794066923734,0.1167556379047222,-0.07331314079175334,-0.00020235272252971124,-0.04878047752769917,0.013002211074443805,-0.029847425147201238,-0.005949334974339067,0.11675563790472276,-0.07331314079177502,-0.0002023527227153813,-0.04878047752688862,0.01300221109926261,-0.029847425168741067,-0.005949334968859652,0.11675563790472272,-0.07331314079179116,-0.00020235272257618838,-0.048780477526972725,0.013002211091248973,-0.029847425187024938,-0.0059493348719089015
2019-08-08 12:00:00,0.0744102094644871,12,2019,8,8,0.01621817868287978,-0.23625567754936289,0.0164117598321209,0.06559714802864179,-0.10291495801446437,-0.04075609591124985,-0.0571186543738112,0.02761710659534379,-0.050307179625316084,-0.005745111501729205,0.06559714802864246,-0.10291495801447592,-0.04075609591137235,-0.05711865437387724,0.027617106609046704,-0.05030717976486984,-0.005745111310296185,0.06559714802864233,-0.10291495801449062,-0.04075609591127725,-0.05711865437503485,0.027617106615962644,-0.050307179738707256,-0.005745111388036347
2019-08-08 13:00:00,0.0870166891950686,13,2019,8,8,0.021294290025425978,-0.19876558674826852,0.061654907117321786,0.02467959445316032,-0.10876668204227445,-0.06379420136291652,-0.06276836541572585,0.04476534106823747,-0.06001415644286825,-0.007213082150186128,0.02467959445316144,-0.10876668204229001,-0.06379420136309226,-0.0627683654159176,0.04476534108567533,-0.060014156704326894,-0.007213081764847315,0.02467959445316127,-0.10876668204231393,-0.06379420136294556,-0.06276836541823672,0.04476534110337614,-0.060014156642716726,-0.007213081942772813
2019-08-08 14:00:00,0.1095366756830767,14,2019,8,8,0.00954175782749488,-0.2034240612812995,0.07538360086145039,0.008220588372833208,-0.12545431405140828,-0.04040483306535514,-0.05234597746552141,0.03972535820538805,-0.046030617134760914,0.006625182762677897,0.008220588372833737,-0.1254543140514196,-0.04040483306547018,-0.05234597746535259,0.039725358218761116,-0.04603061722444952,0.006625182878584447,0.008220588372833647,-0.12545431405143231,-0.04040483306538207,-0.052345977466095296,0.03972535822145944,-0.046030617211699536,0.006625182852375405
2019-08-08 15:00:00,0.1412464324419761,15,2019,8,8,0.028252217223683207,-0.20529713385465,0.08641485732519652,0.012857274330388985,-0.1487088654246343,-0.024605563631221784,-0.03460058078167608,0.036449981176305435,-0.045253128026516674,0.013184437923509717,0.012857274330389967,-0.14870886542464767,-0.024605563631377763,-0.03460058078173296,0.03644998119118803,-0.045253128254268,0.013184438260120335,0.012857274330389804,-0.14870886542466943,-0.024605563631246007,-0.03460058078380993,0.036449981207163716,-0.04525312819871423,0.013184438108323317
2019-08-08 16:00:00,0.1860002770395946,16,2019,8,8,0.039536294660801816,-0.21779846528962388,0.08545068555383968,0.018825352373866774,-0.1658582489787378,-0.008067908184009036,-0.029578878629044215,0.03088238268842872,-0.0360670157419069,0.020611258321941855,0.01882535237386671,-0.16585824897873766,-0.008067908184004982,-0.029578878629026036,0.030882382688669743,-0.03606701571331851,0.020611258268304174,0.01882535237386664,-0.16585824897873594,-0.008067908184013515,-0.02957887862871668,0.030882382685288222,-0.03606701572388625,0.020611258294703658
2019-08-08 17:00:00,0.2218504797447196,17,2019,8,8,0.045679808688571716,-0.22780946312672842,0.07210279940444482,0.039137914960035367,-0.17949354270648232,0.008987320095574042,-0.03814846922160761,0.018774993414266698,-0.04353297451434992,0.0247985053060613,0.03913791496003487,-0.17949354270647602,0.00898732009565597,-0.03814846922159991,0.018774993406691868,-0.043532974388832246,0.024798505123327517,0.039137914960034804,-0.17949354270646392,0.008987320095586912,-0.03814846922042806,0.018774993397650513,-0.04353297442016368,0.024798505205919006
2019-08-08 18:00:00,0.2522305810981237,18,2019,8,8,0.04411449792710607,-0.24313853830150883,0.058748776202580885,0.050242077034845824,-0.18220698330847152,0.034689599342001866,-0.044925550176233835,0.013300991584690182,-0.04824893693254194,0.019426278858012146,0.05024207703484546,-0.18220698330847204,0.0346895993420375,-0.04492555017603798,0.013300991584163662,-0.04824893680873666,0.01942627867902521,0.05024207703484541,-0.18220698330846305,0.034689599342004024,-0.044925550174841365,0.013300991572538794,-0.0482489368465948,0.019426278793122514
2019-08-08 19:00:00,0.3010238851554745,19,2019,8,8,0.038015094556226696,-0.24318369840094864,0.040621558044173146,0.01989312576697569,-0.1675540084617923,0.048043783316478884,-0.045798204528847274,0.008515867061491189,-0.027711039729081514,0.021842414646422025,0.019893125766975366,-0.16755400846179083,0.04804378331652118,-0.04579820452877291,0.00851586705913335,-0.02771103963202041,0.021842414504974275,0.019893125766975314,-0.16755400846178264,0.04804378331648331,-0.04579820452783606,0.008515867050633777,-0.02771103966026689,0.021842414584448636
2019-08-08 20:00:00,0.4074636419194232,20,2019,8,8,0.035975117848130324,-0.22553288315594527,0.012028621184146788,-0.016035081232715243,-0.15397536747182713,0.059345560745867464,-0.03692494994988365,-0.00521994950451532,-0.007426417564057977,0.02247432466717789,-0.016035081232715503,-0.15397536747182303,0.05934556074592383,-0.03692494995006006,-0.005219949509612999,-0.007426417502845425,0.022474324582142255,-0.016035081232715576,-0.15397536747181492,0.05934556074587656,-0.03692494994944117,-0.005219949513804463,-0.007426417518121486,0.022474324611162024
2019-08-08 21:00:00,0.4197924088121482,21,2019,8,8,0.040345730076441,-0.19549820146283237,-0.010736913240905907,-0.05474716210779711,-0.1335819778909562,0.05304872943813547,-0.04441799860383875,-0.014796343834662991,0.0005650400918756613,0.01515615599307022,-0.0547471621077972,-0.13358197789095513,0.053048729438156694,-0.04441799860398597,-0.014796343836421347,0.0005650401059852754,0.015156155978215112,-0.05474716210779724,-0.13358197789095191,0.05304872943813961,-0.044417998603810946,-0.014796343837280974,0.0005650401023830211,0.015156155978282562
2019-08-08 22:00:00,0.4321211757048731,22,2019,8,8,0.044140450003052265,-0.16190395722592885,-0.03461984155574496,-0.09363755898243069,-0.11394731448858253,0.047289715743575156,-0.052515633640445016,-0.024402817984335884,0.009247559969666438,0.007962581482777302,-0.09363755898243054,-0.11394731448858468,0.047289715743559654,-0.052515633640563,-0.024402817982599353,0.009247559934467579,0.007962581541343706,-0.09363755898243056,-0.11394731448858658,0.0472897157435741,-0.05251563364085204,-0.02440281797997681,0.009247559943066834,0.00796258151106121
2019-08-08 23:00:00,0.4128748344873564,23,2019,8,8,0.04086653889412648,-0.1794740644340446,-0.04947228595780692,-0.08038441517302393,-0.09802206117997946,0.047909432284047586,-0.07800577939339878,-0.027197688128447035,-8.477937711224929e-05,0.012167211073690141,-0.08038441517302375,-0.09802206117998129,0.04790943228403069,-0.07800577939356725,-0.027197688126999353,-8.477942919902775e-05,0.012167211158583439,-0.08038441517302382,-0.09802206117998401,0.0479094322840471,-0.07800577939401875,-0.027197688122617747,-8.477941503548255e-05,0.012167211111429084
2019-08-09 00:00:00,0.3936284932698397,0,2019,8,9,0.03676071094680156,-0.19770117647260763,-0.06620946499055133,-0.06476589419094962,-0.0811475607816887,0.04907031471937771,-0.10668858270304732,-0.030115794229549003,-0.010294098398705475,0.017113834514323908,-0.06476589419094941,-0.08114756078169023,0.04907031471935909,-0.1066885827032729,-0.030115794228409886,-0.010294098469882813,0.017113834628936467,-0.06476589419094954,-0.08114756078169393,0.04907031471937781,-0.10668858270390763,-0.030115794222050143,-0.010294098449457648,0.017113834562765277
2019-08-09 01:00:00,0.3519547365102672,1,2019,8,9,0.0436033064553674,-0.20906297129879728,-0.07238247675894226,-0.03218080178627717,-0.07028980608098954,0.057320415963704165,-0.12498618654602117,-0.03187438827256324,-0.01996759688607858,0.009955184750878424,-0.03218080178627724,-0.0702898060809867,0.05732041596372691,-0.12498618654617781,-0.03187438827514495,-0.01996759687698549,0.009955184730267512,-0.032180801786277274,-0.07028980608098433,0.057320415963704754,-0.12498618654605936,-0.03187438827559595,-0.019967596879030245,0.009955184726174737
